stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
61_896,,Alverca (R Dr Miguel Bombarda 41),,38.8994094376513,-9.03907203404856,,,,
61_734,,Alverca (R Indústria 2),,38.8910163589836,-9.04092872560464,,,,
61_733,,Alverca (R Indústria 3),,38.8907236136458,-9.04047675103051,,,,
61_707,,Alverca (R Juventude 13),,38.8920653116208,-9.04018356688799,,,,
61_737,,Alverca (R Trabalhador 10),,38.8921712358317,-9.04008131846976,,,,
61_897,,Alverca (R Vasco Gama 49),,38.8923544433667,-9.04520897460344,,,,
61_1028,,Alverca (R Vasco Gama 49),,38.8924271892225,-9.04537139556056,,,,
61_908,,Alverca (Urb Malva Rosa),,38.8915220303004,-9.04568403715596,,,,
61_2445,,Alverca (Urb Malva Rosa),,38.8890466216005,-9.0476769488965,,,,
61_2226,,Alverca (Urb Malva Rosa) Av Mague,,38.88998898181,-9.04610326105998,,,,
61_2153,,Alverca (Urb Malva Rosa) Av Mague,,38.8900170466834,-9.04607461261253,,,,
61_2223,,Alverca (Urb Malva Rosa) Escolas,,38.8883028597357,-9.04797394379798,,,,
61_2224,,Alverca (Urb Malva Rosa) R Major Ed Rosário Gonçal,,38.8880663327863,-9.04701949641555,,,,
61_2040,,Alverca (Z Indústrial),,38.9071913302998,-9.02727316005177,,,,
61_2044,,Alverca (Z Indústrial) (X) EN 10,,38.9079387111121,-9.02776664482314,,,,
61_2042,,Alverca (Z Industrial) Armazém,,38.904146438901,-9.02829429424756,,,,
61_2043,,Alverca (Z Indústrial) Transitário,,38.9055377477433,-9.02670437706732,,,,
61_2041,,Alverca (Z Indústrial) Transitário,,38.9059137729002,-9.02675852201208,,,,
61_2437,,Alverca Monumento,,38.8939806691937,-9.03580091833007,,,,
61_2448,,Alverca Monumento,,38.8939951331113,-9.03581337876061,,,,
61_35,,Amoreira (EN 250/2) Aires (X) Pedernais,,38.806361070582,-9.20025118079195,,,,
61_36,,Amoreira (EN 250/2) Aires (X) Pedernais,,38.8064019183578,-9.20045523599124,,,,
61_37,,Amoreira (EN250/2),,38.8047112244647,-9.19605694331181,,,,
61_118,,Amoreira (R Poder Local) (X) R Lgo Amoreira,,38.8065524764578,-9.19583229424746,,,,
61_662,,Amoreira (R Poder Local 14),,38.8067734868993,-9.19858206131191,,,,
61_34,,Amoreira 16 (EN 250/2),,38.804884374067,-9.19637999395453,,,,
61_2123,,Apelação (Av Basília Lte 40),,38.815796207895,-9.13048339069687,,,,
61_2122,,Apelação (Av Basília Lte 91),,38.8132980032908,-9.12978437882115,,,,
61_2399,,Apelação (Av Brasília) Centro Comunitário,,38.8177680099422,-9.13064259323506,,,,
61_2124,,Apelação (Av Brasília) Chafariz,,38.8157213478965,-9.13046517570429,,,,
61_1318,,Apelação (Av Brasília) Fte Lote 91,,38.8138687346105,-9.12996711905924,,,,
61_2400,,Apelação (Av Brasília) Qta Arneiro,,38.8175190174704,-9.13068739441693,,,,
61_1320,,Apelação (Bº Qta Fonte) Av José Afonso (X) R And C,,38.8187365509796,-9.1324622302683,,,,
61_1321,,Apelação (Bº Qta Fonte) Av José Afonso 18,,38.8188328450626,-9.13303453714188,,,,
61_1322,,Apelação (Bº Qta Fonte) Av José Afonso 4,,38.8191355428787,-9.13456291474268,,,,
61_1323,,Apelação (Bº Qta Fonte) Av José Afonso 5,,38.8190757842793,-9.13425373628091,,,,
61_1908,,Apelação (Colégio),,38.8110183528052,-9.13157359541698,,,,
61_1326,,Apelação (EN 250) (X) Bº N Sra Conceição,,38.8126417608743,-9.13002498223837,,,,
61_1333,,Apelação (EN 250) (X) Bº N Sra Conceição,,38.8124377903977,-9.12939940949505,,,,
61_1325,,Apelação (EN 250) (X) Bº Qta Fonte,,38.8179478141347,-9.13585926355191,,,,
61_1328,,Apelação (EN 250) (X) R Angola,,38.8135484744259,-9.13204868913474,,,,
61_1329,,Apelação (EN 250) (X) R Gen Humb Delgado,,38.8135616138277,-9.13206153490149,,,,
61_1330,,Apelação (EN 250) Semáforos,,38.8149653113162,-9.13318109455336,,,,
61_1331,,Apelação (EN 250) Semáforos,,38.8149476457212,-9.13317079518941,,,,
61_1404,,Apelação (Fte Sociedade S Paulo),,38.8110134378088,-9.13157014009694,,,,
